degree,mean_a,std_a,skew_a,kurtosis_a,mean_b,std_b,skew_b,kurtosis_b,hue_mean,hue_std
1,22.112322,17.170132,0.4228788912296295,0.7732713,26.36869,18.259924,-0.1770518273115158,0.04647827,78.20202,64.264275
1,11.823499,10.294069,0.1542559117078781,-1.313811,2.6859708,3.80594,-0.889451265335083,-0.12681794,61.02001,95.77803
1,9.383851,4.239111,0.14286744594573975,0.50590205,23.668571,14.053437,-1.123499870300293,-0.19902897,96.61294,82.44867
1,15.070434,9.583303,0.09585609287023544,0.023291826,17.378868,10.78841,-0.8606463074684143,-0.88797045,48.96563,53.874943
1,9.196463,10.562193,0.9272673726081848,-0.3199041,10.266345,10.724908,0.6896461844444275,-0.6589689,43.456245,47.117966
1,15.771743,4.979197,1.7172503471374512,2.580536,13.020459,1.8888478,0.7103240489959717,0.36074233,40.606766,7.6127462
1,11.312941,15.305881,0.7565063834190369,-1.201338,8.699553,11.421389,0.5956534147262573,-1.5719566,14.562921,20.146149
1,9.814804,14.3242855,1.0524828433990479,-0.45772195,13.43549,17.710787,0.6223068237304688,-1.5126548,21.13638,28.16465
1,8.797489,12.694683,1.072134256362915,-0.5260155,0.026000556,6.410985,-1.582499384880066,6.011447,62.001797,114.57349
1,9.54776,8.970084,1.1939829587936401,1.5628657,7.591813,5.703122,-0.5876295566558838,-0.15219212,39.34203,45.270527
2,13.186333,17.19773,1.0227857828140259,-0.32473922,11.428943,13.013611,0.5334837436676025,-1.2277335,21.977812,26.43793
2,1.236766,16.82163,1.420678973197937,1.8770342,19.325243,15.323977,-0.07286810129880905,-1.4145335,66.49902,53.3116
2,9.865498,19.048628,1.3262370824813843,0.25000358,1.0890405,8.127545,-2.518796920776367,13.3701935,66.89078,106.28781
2,12.633667,13.509968,0.48930078744888306,-1.3283286,7.171953,7.293164,0.4154926836490631,-1.1810293,30.27362,47.76016
2,38.04402,12.623207,-1.5661139488220215,3.3532534,28.390562,11.49199,-2.01930570602417,3.854528,55.16144,63.828884
2,14.759443,17.269503,0.4378502666950226,-1.383586,12.495366,8.716161,-0.520081102848053,-0.69264746,75.172745,61.770332
2,7.7998,9.81679,0.6132873296737671,-1.3574046,4.24053,6.8698645,2.028165340423584,4.7208347,14.878643,38.600456
2,26.195312,15.238634,0.05319592356681824,-1.325446,7.8316307,6.0696006,-0.23413591086864471,1.1134996,50.394703,88.40077
2,29.128553,21.03784,0.024433709681034088,-1.233268,25.546991,18.017132,-0.36017870903015137,-1.4225384,55.716564,66.99533
2,5.95187,8.925584,1.360166072845459,1.2021303,9.26042,12.533136,0.7254073023796082,-1.2562957,21.351744,28.982924
2,14.1157055,13.230362,0.03585987910628319,-1.6856908,22.596321,20.743107,-0.09622444212436676,-1.8694772,32.088264,29.263288
2,22.120213,15.238325,-0.2806744873523712,-1.2149408,17.894087,14.504774,0.40797334909439087,-0.55666876,29.325756,27.061256
2,6.8977537,7.499517,1.0063250064849854,0.34589815,13.736194,8.091138,-0.5198901891708374,-0.6976445,53.677856,31.804495
2,17.173042,10.306654,-0.14125634729862213,-0.5303836,21.151499,9.75585,-0.9013790488243103,0.12637162,56.269344,33.79653
2,4.3988233,8.779828,3.1376419067382812,9.99629,6.8967724,8.921887,2.5439200401306152,8.63545,82.859924,55.42004
2,7.8869166,12.762865,1.1107048988342285,-0.5851264,3.835044,6.9923553,1.5238808393478394,0.7260041,10.370975,35.674618
2,9.828491,17.655146,1.3912667036056519,0.19728756,0.8204834,3.494261,1.5394939184188843,6.7982254,24.961876,87.06072
2,3.362766,7.4173093,0.9265498518943787,0.35504007,5.2775173,4.372396,-0.3205418288707733,7.5189943,84.35336,63.97327
2,12.124563,14.405703,0.8914013504981995,-0.2674365,13.61365,8.4829235,-0.20034325122833252,-0.45229793,62.090054,53.019493
2,14.64529,8.950669,1.0428918600082397,0.3365972,20.586794,3.9413054,-0.5368096232414246,2.9632626,57.273907,12.805269
2,11.633511,9.258771,0.13503588736057281,-0.8406229,12.109761,8.999381,-0.09972839802503586,-0.8927057,39.65392,35.97514
2,7.389075,10.599928,1.4845712184906006,1.6340709,3.8384423,6.368576,0.7016025185585022,-0.58376026,56.558884,97.287025
2,20.02892,16.067076,0.3964278995990753,-0.35885763,16.901094,10.846774,0.03340177237987518,-0.101552725,60.61213,56.187088
2,22.612782,18.226185,-0.27831554412841797,-1.6600939,16.089165,13.085279,-0.24831189215183258,-1.6698368,22.34093,17.580894
2,4.374756,6.9854493,1.3883987665176392,0.78034973,5.694724,9.316314,1.626781702041626,2.1652408,17.164366,25.588633
2,16.351942,14.416175,0.5210249423980713,-0.5487039,0.89298224,22.527056,-0.5484438538551331,-1.3903253,123.373726,116.79481
2,15.2354,17.234364,0.35389116406440735,-1.7131786,9.153653,10.103804,0.24778199195861816,-1.8412791,14.525128,16.395203
2,10.949,13.562508,0.5835726857185364,-1.2493438,5.4551997,7.6194835,1.0661680698394775,-0.024707079,21.575598,54.879765
2,5.9164433,3.6468816,1.4343030452728271,4.35063,-0.11074019,7.2218304,-0.21703113615512848,0.4612689,190.55658,150.9888
2,15.910277,18.29303,0.8225862979888916,-0.33413482,13.569564,14.223612,0.3253077268600464,-1.4328109,21.4264,22.147793
2,17.316423,16.77656,0.31051698327064514,-1.117732,17.883453,16.453611,-0.08463609218597412,-1.7305436,41.219135,51.066547
2,10.761354,8.50345,0.46133285760879517,0.03169155,21.416407,12.678175,-0.26671314239501953,2.8207726,73.51345,47.593746
2,38.521015,20.584396,-0.6684190630912781,-0.42636704,36.754086,17.37936,-1.2441366910934448,0.4082961,37.687824,17.083208
2,16.527266,13.507622,-0.8360708355903625,0.25862336,15.859571,7.331798,1.4362866878509521,4.390079,50.12709,29.750166
2,36.796593,7.6330132,0.5088825821876526,-1.0508511,29.685373,3.7034516,-0.6166864633560181,-0.6375053,39.340664,5.205785
2,24.23836,19.042902,-0.09653030335903168,-1.4200776,18.820835,13.880015,-0.3643213212490082,-1.4514339,26.655195,20.7294
2,9.922175,16.593634,1.7746093273162842,1.9725685,4.558924,11.160527,0.5584039688110352,0.1868949,76.67563,108.96202
2,17.87037,19.197784,0.33034664392471313,-1.5528076,14.790995,15.583178,0.24732564389705658,-1.6658239,19.946692,20.605083
2,28.420845,9.590993,0.5160696506500244,-0.2795787,22.423746,6.5757093,1.128066062927246,2.7215538,39.132267,8.623644
2,14.07011,10.000431,0.2816901206970215,-0.8520138,27.48392,11.486998,-1.627052903175354,1.3593645,56.14211,24.467987
3,14.00045,7.828086,-0.040445439517498016,-0.1991198,18.454502,9.806374,-0.20303912460803986,-0.8762264,52.09567,20.50161
3,5.3597093,7.4972963,-0.28516885638237,0.29101276,1.4098413,5.5914607,0.690109133720398,-0.32474804,175.00519,132.87468
3,16.829573,8.433028,0.4415898025035858,0.43374324,35.413925,9.192808,-1.3151392936706543,1.9910088,64.537025,14.04144
3,1.7839149,4.803512,0.5945071578025818,-0.10177398,9.089068,6.238034,-0.5010794997215271,0.7281306,98.07162,60.54937
3,15.78955,15.086207,0.2780006229877472,-1.4327997,6.2967205,7.6330166,0.4478306174278259,-0.68884015,39.840942,84.51181
3,7.5618677,7.462678,-0.2552904486656189,1.4293694,9.651048,9.811219,0.1385054588317871,0.18305135,74.7091,73.189316
3,4.7753882,9.349769,1.2446513175964355,0.34499717,2.5130274,4.770182,1.2707785367965698,0.6074166,133.66887,91.20898
3,12.768145,10.866579,0.3611921966075897,-0.8773067,10.017105,8.387267,-0.12031442672014236,-0.50179577,79.42195,85.969284
3,9.281434,7.562957,0.4638258218765259,0.08511543,8.806788,9.279461,0.7282163500785828,0.5196886,91.80815,105.068504
3,4.981152,5.1679654,1.9118871688842773,6.6234837,-4.31191,6.7034197,-0.7655966281890869,0.37765074,204.4454,145.71132
3,16.805103,9.577161,0.2670547068119049,-0.3801391,22.734777,9.611474,-0.057022690773010254,-0.57531714,55.36708,20.38474
3,12.275249,10.573327,0.9186030626296997,-0.2223463,3.0772376,13.465108,0.38752394914627075,-0.8895495,175.42169,135.21063
3,9.850186,8.477645,0.8254332542419434,0.33757877,19.303808,7.712719,-0.9323979616165161,1.1284018,72.47721,35.37648
3,18.500366,6.9454346,-0.4167289733886719,0.53405285,27.816992,7.015711,-0.06794922798871994,-0.27575874,57.130142,10.748463
3,16.188837,7.106596,0.1275859922170639,-0.20813298,24.226772,8.913872,-0.39206400513648987,-0.18120003,56.186497,15.481193
3,9.937458,12.893035,0.7787573933601379,0.061163664,10.357397,13.974242,-0.43793725967407227,-0.9683635,111.12578,88.4545
3,5.4318776,5.800832,0.4962059259414673,-0.3434751,21.071955,10.280193,-0.33162999153137207,-0.8399277,76.07088,34.81556
3,6.1430645,15.466854,1.0959253311157227,1.0516958,11.365027,11.564201,1.0979987382888794,0.4518988,96.66518,70.52295
3,23.04292,14.456842,0.40446504950523376,-1.1915174,20.618523,10.369753,-0.3687824308872223,-0.16695571,53.11237,50.21816
3,26.328064,16.667816,0.0640895888209343,-1.3081961,25.431732,12.51629,-0.565904438495636,0.97725797,51.62452,33.75958
3,16.335363,15.225927,-0.16714835166931152,0.29282832,27.440557,11.182069,-0.2820649743080139,-0.6975827,66.825066,29.785429
3,14.720656,7.737711,0.6138166189193726,-0.13559508,9.765938,7.7793427,0.8345592021942139,0.8869996,52.6743,79.27866
3,2.235194,3.551865,0.38513803482055664,0.040394783,3.598487,4.319369,1.2407816648483276,1.551722,88.09424,79.27274
3,8.373662,7.919232,0.8720579147338867,-0.31022143,9.182168,3.9873059,-1.1949598789215088,1.1127872,60.95984,34.501637
3,3.8162668,11.654586,0.5909038782119751,-0.4489634,19.296032,13.180763,-0.23960234224796295,0.35773277,92.404076,54.215652
3,27.900085,15.135547,-0.2336706966161728,-0.68562365,17.475948,13.817884,0.2062065154314041,-0.4866233,57.14289,78.02286
3,5.473169,4.0161676,0.5659990310668945,-0.44835234,3.6068432,8.997462,-0.7504874467849731,0.27544427,132.1513,120.27009
3,13.270735,9.650487,0.831755518913269,0.5594702,1.2102283,5.884727,1.1699053049087524,6.4306126,122.13674,155.58928
3,19.725561,10.139621,0.5799117684364319,-0.19389844,22.486902,8.267732,0.760532557964325,1.4619584,50.81406,15.20548
3,22.402203,9.369263,0.3182010352611542,-0.33613515,24.511286,10.950653,-0.6258202791213989,0.039867163,55.855366,49.875263
3,13.045004,5.1701126,0.24084775149822235,1.9327512,11.812798,5.3518405,-1.4530998468399048,2.086186,53.975666,55.93777
3,4.0167346,4.7666445,2.3735737800598145,9.98946,-5.1768913,10.054666,-0.05172744393348694,-0.7289915,199.57425,119.45404
3,16.354723,10.888998,1.0296499729156494,0.6122706,8.390184,13.941915,-0.16399255394935608,0.13398743,115.30035,129.14314
3,5.345798,6.483962,1.4510958194732666,4.3021107,2.6011202,10.761673,-0.13334433734416962,-0.5528891,137.5801,116.243
3,5.8011384,4.931116,2.0089845657348633,9.2981,1.6791984,8.72254,-0.5617436170578003,-0.6583619,118.075745,121.06804
3,5.953459,15.350533,1.073704481124878,1.0476189,11.311604,11.279651,1.1088918447494507,0.53835845,94.713135,68.57686
3,14.420022,14.561737,0.4097375273704529,-1.2719924,7.5221853,10.403801,1.2925952672958374,1.2957954,43.17435,84.631805
3,20.04498,10.443898,-0.06676757335662842,0.18869948,33.81959,17.684832,-1.8437293767929077,2.9322038,73.6362,55.5954
3,11.187706,7.578976,-0.29638010263442993,-0.9159119,7.126253,8.185286,-1.4983172416687012,4.333409,81.66603,93.93642
3,17.012806,9.0554905,-0.534604549407959,-0.5128021,12.0677185,4.0541015,1.6410952806472778,6.7921724,39.60636,22.152487
3,18.682417,9.474729,-1.1377136707305908,0.12565279,19.321306,7.840061,-1.3455840349197388,1.3279028,54.464653,32.937687
3,0.50561523,13.805867,0.25640425086021423,0.0013840199,-4.3078003,20.451866,-1.2354495525360107,0.9918866,146.72903,94.050385
